Supplier ID,SF1,SF2,SF3,SF4,SF5,SF6,SF7,SF8,SF9,SF10,SF11,SF12,SF13,SF14,SF15,SF16,SF17,SF18
S20,-0.8181818181818181,-0.9999999999999999,1.0,1.0000000000000002,-0.9999999999999999,-0.9999999999999999,-0.33333333333333337,-1.0,-0.05263157894736836,1.0,-0.9999999999999999,-0.9999999999999999,1.0,-0.05263157894736836,0.9999999999999998,1.0,1.0,1.0
S21,-0.8181818181818181,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-0.8181818181818181,1.0000000000000002,1.0,-0.7073170731707317,-0.9999999999999999,1.0,-0.05263157894736836,0.1428571428571428,1.0,1.0,-0.5384615384615385,0.20000000000000018,-0.96,0.5
S22,-0.9999999999999999,-0.05263157894736836,-0.05263157894736836,-0.8181818181818181,-0.9999999999999999,-0.8181818181818181,1.0,-1.0,-0.9999999999999999,-0.6326530612244898,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-0.5384615384615385,-1.0,-0.3999999999999999,-1.0
S23,1.0000000000000002,-0.05263157894736836,-0.9999999999999999,-0.9999999999999999,-0.8181818181818181,-0.9999999999999999,1.0,-1.0,-0.9999999999999999,-1.0,-0.05263157894736836,1.0,-0.05263157894736836,-0.05263157894736836,-0.5384615384615385,0.20000000000000018,-0.96,1.0
S24,1.0000000000000002,-0.9999999999999999,1.0,-0.9999999999999999,-0.8181818181818181,1.0000000000000002,-0.33333333333333337,-0.7073170731707317,-0.05263157894736836,-0.6326530612244898,1.0,0.1428571428571428,1.0,-0.9999999999999999,-1.0,-1.0,1.0,0.5
S25,-0.8181818181818181,-0.9999999999999999,1.0,-0.9999999999999999,-0.8181818181818181,-0.8181818181818181,-0.33333333333333337,1.0000000000000002,-0.9999999999999999,1.0,1.0,-0.9999999999999999,1.0,1.0,0.9999999999999998,1.0,-0.3999999999999999,0.5
S26,1.0000000000000002,1.0,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,1.0,1.0000000000000002,-0.05263157894736836,1.0,1.0,0.1428571428571428,-0.9999999999999999,1.0,-0.5384615384615385,1.0,-0.96,1.0
S27,-0.8181818181818181,1.0,-0.05263157894736836,-0.8181818181818181,-0.9999999999999999,-0.8181818181818181,1.0,1.0000000000000002,-0.05263157894736836,-1.0,-0.9999999999999999,1.0,-0.05263157894736836,-0.05263157894736836,-1.0,1.0,-0.96,0.5
S28,-0.8181818181818181,-0.05263157894736836,-0.05263157894736836,1.0000000000000002,-0.9999999999999999,1.0000000000000002,-0.33333333333333337,-1.0,1.0,-0.6326530612244898,-0.05263157894736836,1.0,1.0,-0.05263157894736836,-0.5384615384615385,1.0,-0.96,0.5
S29,-0.9999999999999999,-0.9999999999999999,-0.05263157894736836,1.0000000000000002,-0.8181818181818181,-0.8181818181818181,-0.33333333333333337,1.0000000000000002,1.0,-1.0,-0.9999999999999999,0.1428571428571428,-0.9999999999999999,1.0,-1.0,0.20000000000000018,-0.96,0.5
S30,-0.8181818181818181,-0.9999999999999999,-0.05263157894736836,-0.9999999999999999,-0.8181818181818181,-0.9999999999999999,-0.33333333333333337,-1.0,-0.9999999999999999,-0.6326530612244898,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-0.5384615384615385,1.0,-0.96,-1.0
S31,1.0000000000000002,-0.05263157894736836,-0.9999999999999999,1.0000000000000002,-0.9999999999999999,-0.8181818181818181,-0.33333333333333337,-0.7073170731707317,1.0,-0.6326530612244898,-0.05263157894736836,1.0,-0.05263157894736836,1.0,-0.5384615384615385,-1.0,-0.3999999999999999,-1.0
S32,-0.9999999999999999,1.0,-0.05263157894736836,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.33333333333333326,-0.7073170731707317,-0.05263157894736836,1.0,-0.9999999999999999,1.0,-0.9999999999999999,-0.9999999999999999,-0.5384615384615385,0.20000000000000018,1.0,-1.0
S33,-0.9999999999999999,-0.9999999999999999,1.0,1.0000000000000002,1.0000000000000002,-0.8181818181818181,0.33333333333333326,-0.7073170731707317,-0.9999999999999999,-1.0,1.0,0.1428571428571428,1.0,1.0,-1.0,0.20000000000000018,-0.96,1.0
S34,-0.9999999999999999,1.0,-0.05263157894736836,1.0000000000000002,-0.9999999999999999,1.0000000000000002,-0.33333333333333337,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,1.0,-0.9999999999999999,-0.05263157894736836,0.9999999999999998,0.20000000000000018,-0.3999999999999999,0.5
S35,1.0000000000000002,-0.05263157894736836,1.0,1.0000000000000002,1.0000000000000002,-0.8181818181818181,0.33333333333333326,-1.0,1.0,1.0,1.0,1.0,-0.9999999999999999,-0.9999999999999999,0.9999999999999998,1.0,-0.7,0.5
S36,-0.9999999999999999,-0.05263157894736836,1.0,-0.8181818181818181,-0.9999999999999999,1.0000000000000002,0.33333333333333326,-0.7073170731707317,-0.9999999999999999,1.0,1.0,-0.9999999999999999,1.0,-0.05263157894736836,0.9999999999999998,-1.0,-0.3999999999999999,1.0
S37,-0.8181818181818181,1.0,-0.05263157894736836,1.0000000000000002,-0.8181818181818181,-0.9999999999999999,0.33333333333333326,-1.0,-0.05263157894736836,-0.6326530612244898,1.0,1.0,1.0,-0.9999999999999999,0.9999999999999998,0.20000000000000018,-0.7,-1.0
S38,-0.8181818181818181,-0.05263157894736836,-0.05263157894736836,-0.8181818181818181,1.0000000000000002,-0.9999999999999999,0.33333333333333326,1.0000000000000002,-0.05263157894736836,1.0,1.0,0.1428571428571428,1.0,-0.05263157894736836,-1.0,0.20000000000000018,-0.7,-1.0
S39,-0.8181818181818181,-0.9999999999999999,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,-0.33333333333333337,1.0000000000000002,-0.05263157894736836,-1.0,-0.05263157894736836,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,0.9999999999999998,1.0,1.0,-1.0
S40,1.0000000000000002,-0.05263157894736836,-0.9999999999999999,1.0000000000000002,1.0000000000000002,-0.8181818181818181,0.33333333333333326,1.0000000000000002,-0.05263157894736836,-1.0,-0.05263157894736836,1.0,1.0,-0.05263157894736836,0.9999999999999998,1.0,-0.3999999999999999,1.0
S41,-0.9999999999999999,1.0,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-0.8181818181818181,-0.33333333333333337,-1.0,-0.05263157894736836,1.0,-0.05263157894736836,1.0,-0.9999999999999999,-0.05263157894736836,-1.0,1.0,-0.7,0.5
S42,1.0000000000000002,1.0,1.0,-0.9999999999999999,-0.8181818181818181,1.0000000000000002,-0.33333333333333337,-1.0,-0.9999999999999999,-0.6326530612244898,-0.9999999999999999,0.1428571428571428,-0.9999999999999999,-0.05263157894736836,-1.0,-1.0,1.0,-1.0
S43,-0.8181818181818181,-0.05263157894736836,-0.9999999999999999,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,-0.7073170731707317,1.0,1.0,-0.9999999999999999,0.1428571428571428,-0.05263157894736836,1.0,-1.0,0.20000000000000018,-0.7,-1.0
S44,1.0000000000000002,-0.9999999999999999,-0.05263157894736836,-0.8181818181818181,1.0000000000000002,-0.8181818181818181,-0.33333333333333337,1.0000000000000002,-0.05263157894736836,1.0,-0.9999999999999999,-0.9999999999999999,1.0,-0.9999999999999999,-0.5384615384615385,-1.0,-0.96,0.5
S45,-0.8181818181818181,-0.05263157894736836,1.0,-0.8181818181818181,1.0000000000000002,1.0000000000000002,-0.33333333333333337,1.0000000000000002,-0.9999999999999999,1.0,-0.05263157894736836,0.1428571428571428,-0.9999999999999999,1.0,-0.5384615384615385,-1.0,-0.7,-1.0
S46,1.0000000000000002,-0.9999999999999999,1.0,-0.9999999999999999,1.0000000000000002,1.0000000000000002,1.0,-0.7073170731707317,-0.05263157894736836,-0.6326530612244898,-0.05263157894736836,1.0,-0.05263157894736836,1.0,0.9999999999999998,1.0,-0.7,1.0
S47,-0.9999999999999999,-0.9999999999999999,-0.05263157894736836,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,0.33333333333333326,1.0000000000000002,-0.9999999999999999,-0.6326530612244898,-0.05263157894736836,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-1.0,0.20000000000000018,1.0,0.5
S48,1.0000000000000002,-0.9999999999999999,1.0,-0.8181818181818181,-0.9999999999999999,1.0000000000000002,0.33333333333333326,-0.7073170731707317,-0.05263157894736836,-1.0,-0.9999999999999999,-0.9999999999999999,-0.05263157894736836,1.0,0.9999999999999998,-1.0,-0.96,1.0
S49,-0.9999999999999999,-0.05263157894736836,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,1.0,-1.0,-0.05263157894736836,-1.0,-0.05263157894736836,1.0,-0.05263157894736836,-0.05263157894736836,0.9999999999999998,-1.0,-0.7,-1.0
S50,-0.9999999999999999,1.0,-0.05263157894736836,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.33333333333333326,1.0000000000000002,-0.05263157894736836,-1.0,-0.05263157894736836,-0.9999999999999999,1.0,1.0,-0.5384615384615385,0.20000000000000018,-0.96,-1.0
S51,-0.8181818181818181,-0.05263157894736836,-0.9999999999999999,1.0000000000000002,-0.8181818181818181,-0.9999999999999999,0.33333333333333326,-0.7073170731707317,1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,1.0,-1.0,-1.0,1.0,1.0
S52,-0.9999999999999999,-0.9999999999999999,1.0,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,1.0,-0.7073170731707317,1.0,1.0,1.0,1.0,-0.9999999999999999,-0.05263157894736836,0.9999999999999998,-1.0,-0.3999999999999999,1.0
S53,1.0000000000000002,-0.05263157894736836,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-0.8181818181818181,1.0,-1.0,1.0,-0.6326530612244898,1.0,-0.9999999999999999,-0.05263157894736836,-0.05263157894736836,-1.0,1.0,-0.3999999999999999,1.0
S54,-0.8181818181818181,-0.05263157894736836,-0.05263157894736836,-0.9999999999999999,-0.9999999999999999,1.0000000000000002,1.0,-0.7073170731707317,-0.05263157894736836,-1.0,1.0,1.0,-0.05263157894736836,-0.05263157894736836,0.9999999999999998,-1.0,-0.3999999999999999,-1.0
S55,-0.9999999999999999,1.0,-0.05263157894736836,-0.8181818181818181,-0.8181818181818181,1.0000000000000002,-0.33333333333333337,1.0000000000000002,1.0,-0.6326530612244898,-0.05263157894736836,0.1428571428571428,-0.05263157894736836,-0.9999999999999999,-1.0,-1.0,-0.96,1.0
S56,-0.9999999999999999,-0.9999999999999999,1.0,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,1.0,1.0000000000000002,1.0,-1.0,-0.9999999999999999,0.1428571428571428,-0.05263157894736836,1.0,-0.5384615384615385,-1.0,-0.7,1.0
S57,-0.8181818181818181,1.0,1.0,-0.8181818181818181,-0.8181818181818181,-0.9999999999999999,1.0,-1.0,1.0,-0.6326530612244898,-0.9999999999999999,-0.9999999999999999,-0.05263157894736836,-0.9999999999999999,-0.5384615384615385,1.0,1.0,0.5
S58,1.0000000000000002,1.0,1.0,-0.9999999999999999,1.0000000000000002,-0.8181818181818181,1.0,-0.7073170731707317,-0.9999999999999999,1.0,1.0,-0.9999999999999999,1.0,1.0,-1.0,1.0,-0.96,0.5
S59,-0.9999999999999999,1.0,-0.9999999999999999,-0.8181818181818181,-0.8181818181818181,1.0000000000000002,1.0,1.0000000000000002,-0.9999999999999999,1.0,1.0,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-0.5384615384615385,1.0,-0.3999999999999999,-1.0
S60,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,1.0000000000000002,-0.8181818181818181,0.33333333333333326,-1.0,-0.9999999999999999,-0.6326530612244898,-0.9999999999999999,1.0,-0.05263157894736836,-0.9999999999999999,-1.0,0.20000000000000018,-0.7,1.0
S61,-0.8181818181818181,1.0,-0.05263157894736836,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-0.33333333333333337,-1.0,1.0,1.0,-0.05263157894736836,-0.9999999999999999,-0.05263157894736836,1.0,-1.0,-1.0,-0.96,0.5
S62,1.0000000000000002,-0.05263157894736836,1.0,-0.9999999999999999,1.0000000000000002,-0.8181818181818181,0.33333333333333326,1.0000000000000002,1.0,1.0,-0.9999999999999999,1.0,1.0,-0.05263157894736836,-0.5384615384615385,0.20000000000000018,-0.3999999999999999,-1.0
S63,-0.8181818181818181,-0.05263157894736836,-0.05263157894736836,-0.8181818181818181,1.0000000000000002,-0.9999999999999999,0.33333333333333326,-1.0,1.0,-1.0,1.0,-0.9999999999999999,-0.9999999999999999,-0.05263157894736836,0.9999999999999998,0.20000000000000018,-0.7,-1.0
S64,-0.8181818181818181,1.0,-0.05263157894736836,1.0000000000000002,-0.9999999999999999,-0.9999999999999999,1.0,-1.0,1.0,1.0,-0.05263157894736836,0.1428571428571428,1.0,-0.9999999999999999,-1.0,-1.0,1.0,1.0
