Task ID,Supplier ID,Cost
03/01/2020,S20,0.390801807
03/01/2020,S21,0.439388537
03/01/2020,S22,0.349861826
03/01/2020,S23,0.377084517
03/01/2020,S24,0.35341465
03/01/2020,S25,0.39947324
03/01/2020,S26,0.472076513
03/01/2020,S27,0.338183496
03/01/2020,S28,0.434207396
03/01/2020,S29,0.371808329
03/01/2020,S30,0.399447425
03/01/2020,S31,0.348579928
03/01/2020,S32,0.357527274
03/01/2020,S33,0.377012643
03/01/2020,S34,0.339967726
03/01/2020,S35,0.36884213
03/01/2020,S36,0.362492239
03/01/2020,S37,0.352311636
03/01/2020,S38,0.406976643
03/01/2020,S39,0.322107354
03/01/2020,S40,0.313468617
03/01/2020,S41,0.364527002
03/01/2020,S42,0.404345342
03/01/2020,S43,0.383481731
03/01/2020,S44,0.42680151
03/01/2020,S45,0.402898385
03/01/2020,S46,0.339452425
03/01/2020,S47,0.345141633
03/01/2020,S48,0.422937481
03/01/2020,S49,0.342381659
03/01/2020,S50,0.337885748
03/01/2020,S51,0.324424924
03/01/2020,S52,0.34106909
03/01/2020,S53,0.338345856
03/01/2020,S54,0.327156153
03/01/2020,S55,0.4581654
03/01/2020,S56,0.310394598
03/01/2020,S57,0.319264079
03/01/2020,S58,0.481521952
03/01/2020,S59,0.401964345
03/01/2020,S60,0.333921204
03/01/2020,S61,0.453957896
03/01/2020,S62,0.376677416
03/01/2020,S63,0.335122338
03/01/2020,S64,0.361674699
07/01/2020,S1,0.46602784
07/01/2020,S2,0.548083975
07/01/2020,S3,0.457024289
07/01/2020,S4,0.346182427
07/01/2020,S5,0.348770652
07/01/2020,S6,0.340765023
07/01/2020,S7,0.376182295
07/01/2020,S8,0.365028871
07/01/2020,S9,0.386753411
07/01/2020,S10,0.333509098
07/01/2020,S11,0.340305554
07/01/2020,S12,0.33048154
07/01/2020,S13,0.335396186
07/01/2020,S14,0.348485876
07/01/2020,S15,0.326731788
07/01/2020,S16,0.332473617
07/01/2020,S17,0.37142302
07/01/2020,S18,0.334013513
07/01/2020,S19,0.332549575
07/01/2020,S20,0.356429613
07/01/2020,S21,0.451775542
07/01/2020,S22,0.341450453
07/01/2020,S23,0.432279884
07/01/2020,S24,0.351553539
07/01/2020,S25,0.38064618
07/01/2020,S26,0.472982116
07/01/2020,S27,0.410882086
07/01/2020,S28,0.422062885
07/01/2020,S29,0.376291092
07/01/2020,S30,0.398720278
07/01/2020,S31,0.393198963
07/01/2020,S32,0.368447026
07/01/2020,S33,0.348297659
07/01/2020,S34,0.352489102
07/01/2020,S35,0.350158701
07/01/2020,S36,0.327410332
07/01/2020,S37,0.353979378
07/01/2020,S38,0.394532633
07/01/2020,S39,0.330135184
07/01/2020,S40,0.32931271
07/01/2020,S41,0.390102969
07/01/2020,S42,0.381750191
07/01/2020,S43,0.382514486
07/01/2020,S44,0.408103471
07/01/2020,S45,0.380166208
07/01/2020,S46,0.319829322
07/01/2020,S47,0.325304338
07/01/2020,S48,0.413007044
07/01/2020,S49,0.346679665
07/01/2020,S50,0.354228498
07/01/2020,S51,0.333064549
07/01/2020,S52,0.335706035
07/01/2020,S53,0.356060723
07/01/2020,S54,0.334796389
07/01/2020,S55,0.46131635
07/01/2020,S56,0.316961834
07/01/2020,S57,0.321925896
07/01/2020,S58,0.488559245
07/01/2020,S59,0.370985735
07/01/2020,S60,0.345610146
07/01/2020,S61,0.444753998
07/01/2020,S62,0.362970444
07/01/2020,S63,0.34203715
07/01/2020,S64,0.331410374
08/01/2020,S1,0.447846563
08/01/2020,S2,0.547011961
08/01/2020,S3,0.481125398
08/01/2020,S4,0.374083547
08/01/2020,S5,0.381069093
08/01/2020,S6,0.343565226
08/01/2020,S7,0.360626884
08/01/2020,S8,0.393755368
08/01/2020,S9,0.369930256
08/01/2020,S10,0.358380502
08/01/2020,S11,0.327050179
08/01/2020,S12,0.348050223
08/01/2020,S13,0.367614298
08/01/2020,S14,0.377117701
08/01/2020,S15,0.345630957
08/01/2020,S16,0.368186249
08/01/2020,S17,0.375415966
08/01/2020,S18,0.368409944
08/01/2020,S19,0.364001157
08/01/2020,S20,0.371474972
08/01/2020,S21,0.457614234
08/01/2020,S22,0.342916729
08/01/2020,S23,0.420786367
08/01/2020,S24,0.356062848
08/01/2020,S25,0.371617118
08/01/2020,S26,0.488490786
08/01/2020,S27,0.384271432
08/01/2020,S28,0.451253568
08/01/2020,S29,0.393120885
08/01/2020,S30,0.379143415
08/01/2020,S31,0.378637745
08/01/2020,S32,0.373115425
08/01/2020,S33,0.380801548
08/01/2020,S34,0.379623978
08/01/2020,S35,0.380306413
08/01/2020,S36,0.320397724
08/01/2020,S37,0.366550407
08/01/2020,S38,0.41728753
08/01/2020,S39,0.353884675
08/01/2020,S40,0.335314417
08/01/2020,S41,0.37991417
08/01/2020,S42,0.391274535
08/01/2020,S43,0.366288017
08/01/2020,S44,0.412655528
08/01/2020,S45,0.373370219
08/01/2020,S46,0.355857764
08/01/2020,S47,0.336608392
08/01/2020,S48,0.416346239
08/01/2020,S49,0.374146907
08/01/2020,S50,0.35627048
08/01/2020,S51,0.332437454
08/01/2020,S52,0.343019058
08/01/2020,S53,0.383977331
08/01/2020,S54,0.328027278
08/01/2020,S55,0.442067452
08/01/2020,S56,0.31059678
08/01/2020,S57,0.337460031
08/01/2020,S58,0.457547364
08/01/2020,S59,0.366434381
08/01/2020,S60,0.335671412
08/01/2020,S61,0.479905809
08/01/2020,S62,0.397950702
08/01/2020,S63,0.355983928
08/01/2020,S64,0.364894887
09/01/2020,S1,0.457005138
09/01/2020,S2,0.566022748
09/01/2020,S3,0.480055152
09/01/2020,S4,0.35124735
09/01/2020,S5,0.386700863
09/01/2020,S6,0.329679931
09/01/2020,S7,0.376981526
09/01/2020,S8,0.345362119
09/01/2020,S9,0.387424863
09/01/2020,S10,0.345839857
09/01/2020,S11,0.348758707
09/01/2020,S12,0.33660437
09/01/2020,S13,0.345789619
09/01/2020,S14,0.350413757
09/01/2020,S15,0.329487012
09/01/2020,S16,0.351236984
09/01/2020,S17,0.371777772
09/01/2020,S18,0.369989553
09/01/2020,S19,0.360551133
09/01/2020,S20,0.351921014
09/01/2020,S21,0.43825845
09/01/2020,S22,0.345413664
09/01/2020,S23,0.377533548
09/01/2020,S24,0.379430784
09/01/2020,S25,0.348956396
09/01/2020,S26,0.454933643
09/01/2020,S27,0.361693678
09/01/2020,S28,0.403982755
09/01/2020,S29,0.356626202
09/01/2020,S30,0.35986679
09/01/2020,S31,0.377544604
09/01/2020,S32,0.376053972
09/01/2020,S33,0.357928386
09/01/2020,S34,0.349561931
09/01/2020,S35,0.366830926
09/01/2020,S36,0.345018062
09/01/2020,S37,0.371264185
09/01/2020,S38,0.400908536
09/01/2020,S39,0.348225279
09/01/2020,S40,0.342622181
09/01/2020,S41,0.393965684
09/01/2020,S42,0.390494282
09/01/2020,S43,0.408747598
09/01/2020,S44,0.46054717
09/01/2020,S45,0.399668226
09/01/2020,S46,0.319840805
09/01/2020,S47,0.328063923
09/01/2020,S48,0.423737763
09/01/2020,S49,0.36365151
09/01/2020,S50,0.359225722
09/01/2020,S51,0.328930457
09/01/2020,S52,0.345809217
09/01/2020,S53,0.358079842
09/01/2020,S54,0.359951395
09/01/2020,S55,0.466538328
09/01/2020,S56,0.31702563
09/01/2020,S57,0.341804648
09/01/2020,S58,0.463482467
09/01/2020,S59,0.382608531
09/01/2020,S60,0.337205255
09/01/2020,S61,0.447712393
09/01/2020,S62,0.394884827
09/01/2020,S63,0.369404453
09/01/2020,S64,0.346214753
10/01/2020,S1,0.467536428
10/01/2020,S2,0.509218279
10/01/2020,S3,0.475210366
10/01/2020,S4,0.327328012
10/01/2020,S5,0.358690473
10/01/2020,S6,0.346804127
10/01/2020,S7,0.371017979
10/01/2020,S8,0.41453529
10/01/2020,S9,0.399310748
10/01/2020,S10,0.337151188
10/01/2020,S11,0.371297643
10/01/2020,S12,0.346727568
10/01/2020,S13,0.348864589
10/01/2020,S14,0.392352787
10/01/2020,S15,0.33647383
10/01/2020,S16,0.348490815
10/01/2020,S17,0.388406708
10/01/2020,S18,0.330053459
10/01/2020,S19,0.348717137
10/01/2020,S20,0.335532821
10/01/2020,S21,0.414552912
10/01/2020,S22,0.357299041
10/01/2020,S23,0.424476588
10/01/2020,S24,0.359617275
10/01/2020,S25,0.352918376
10/01/2020,S26,0.472617476
10/01/2020,S27,0.32466343
10/01/2020,S28,0.445403556
10/01/2020,S29,0.360321753
10/01/2020,S30,0.420820296
10/01/2020,S31,0.387457824
10/01/2020,S32,0.376135702
10/01/2020,S33,0.365615299
10/01/2020,S34,0.35192491
10/01/2020,S35,0.367082935
10/01/2020,S36,0.328083478
10/01/2020,S37,0.367134167
10/01/2020,S38,0.393198952
10/01/2020,S39,0.353738285
10/01/2020,S40,0.339314682
10/01/2020,S41,0.39524081
10/01/2020,S42,0.397111323
10/01/2020,S43,0.391663695
10/01/2020,S44,0.437569843
10/01/2020,S45,0.359760693
10/01/2020,S46,0.334600956
10/01/2020,S47,0.314497105
10/01/2020,S48,0.39841783
10/01/2020,S49,0.352591573
10/01/2020,S50,0.343388888
10/01/2020,S51,0.29555014
10/01/2020,S52,0.339626952
10/01/2020,S53,0.363641492
10/01/2020,S54,0.345132404
10/01/2020,S55,0.404589241
10/01/2020,S56,0.328809403
10/01/2020,S57,0.308642295
10/01/2020,S58,0.456239045
10/01/2020,S59,0.378397438
10/01/2020,S60,0.353568315
10/01/2020,S61,0.425759578
10/01/2020,S62,0.386990355
10/01/2020,S63,0.356335176
10/01/2020,S64,0.356923315
14/01/2020,S1,0.43250958
14/01/2020,S2,0.547554503
14/01/2020,S3,0.472797623
14/01/2020,S4,0.356186788
14/01/2020,S5,0.365935407
14/01/2020,S6,0.354556893
14/01/2020,S7,0.39280376
14/01/2020,S8,0.353997217
14/01/2020,S9,0.400361603
14/01/2020,S10,0.33904014
14/01/2020,S11,0.343666995
14/01/2020,S12,0.369249562
14/01/2020,S13,0.344441067
14/01/2020,S14,0.378569673
14/01/2020,S15,0.326675352
14/01/2020,S16,0.418018928
14/01/2020,S17,0.406884692
14/01/2020,S18,0.347230791
14/01/2020,S19,0.358563456
14/01/2020,S20,0.349716761
14/01/2020,S21,0.439835898
14/01/2020,S22,0.336748916
14/01/2020,S23,0.413888881
14/01/2020,S24,0.357961959
14/01/2020,S25,0.368470685
14/01/2020,S26,0.474355969
14/01/2020,S27,0.341685387
14/01/2020,S28,0.418032316
14/01/2020,S29,0.371031332
14/01/2020,S30,0.360495532
14/01/2020,S31,0.376671628
14/01/2020,S32,0.392004926
14/01/2020,S33,0.408165257
14/01/2020,S34,0.348753119
14/01/2020,S35,0.399284049
14/01/2020,S36,0.316109947
14/01/2020,S37,0.36908183
14/01/2020,S38,0.365313924
14/01/2020,S39,0.357933143
14/01/2020,S40,0.34733492
14/01/2020,S41,0.439485342
14/01/2020,S42,0.385993567
14/01/2020,S43,0.390242615
14/01/2020,S44,0.470262132
14/01/2020,S45,0.384382321
14/01/2020,S46,0.347264516
14/01/2020,S47,0.322431315
14/01/2020,S48,0.435054082
14/01/2020,S49,0.32671655
14/01/2020,S50,0.365107702
14/01/2020,S51,0.328062217
14/01/2020,S52,0.337450378
14/01/2020,S53,0.368109303
14/01/2020,S54,0.338852802
14/01/2020,S55,0.445990079
14/01/2020,S56,0.317130595
14/01/2020,S57,0.34178927
14/01/2020,S58,0.447345837
14/01/2020,S59,0.403584294
14/01/2020,S60,0.369922666
14/01/2020,S61,0.464068304
14/01/2020,S62,0.403784719
14/01/2020,S63,0.358206507
14/01/2020,S64,0.352048192
15/01/2020,S1,0.476489984
15/01/2020,S2,0.52503461
15/01/2020,S3,0.467864156
15/01/2020,S4,0.372067594
15/01/2020,S5,0.372043739
15/01/2020,S6,0.357791953
15/01/2020,S7,0.396482257
15/01/2020,S8,0.41842581
15/01/2020,S9,0.418455397
15/01/2020,S10,0.3559889
15/01/2020,S11,0.351528835
15/01/2020,S12,0.382362826
15/01/2020,S13,0.346353974
15/01/2020,S14,0.434548655
15/01/2020,S15,0.435422822
15/01/2020,S16,0.423923652
15/01/2020,S17,0.431523769
15/01/2020,S18,0.352148686
15/01/2020,S19,0.367027674
15/01/2020,S20,0.409513838
15/01/2020,S21,0.48756799
15/01/2020,S22,0.357819661
15/01/2020,S23,0.415074631
15/01/2020,S24,0.390792421
15/01/2020,S25,0.408578683
15/01/2020,S26,0.499834437
15/01/2020,S27,0.384859279
15/01/2020,S28,0.446720212
15/01/2020,S29,0.345688577
15/01/2020,S30,0.446774833
15/01/2020,S31,0.42641195
15/01/2020,S32,0.417288971
15/01/2020,S33,0.347798762
15/01/2020,S34,0.363447501
15/01/2020,S35,0.417784151
15/01/2020,S36,0.40907162
15/01/2020,S37,0.360334285
15/01/2020,S38,0.442837774
15/01/2020,S39,0.360473897
15/01/2020,S40,0.381724133
15/01/2020,S41,0.444062713
15/01/2020,S42,0.406996876
15/01/2020,S43,0.421923081
15/01/2020,S44,0.448275861
15/01/2020,S45,0.440587159
15/01/2020,S46,0.332866163
15/01/2020,S47,0.374686476
15/01/2020,S48,0.477244103
15/01/2020,S49,0.367404147
15/01/2020,S50,0.375354152
15/01/2020,S51,0.343923613
15/01/2020,S52,0.355864317
15/01/2020,S53,0.399874027
15/01/2020,S54,0.362119159
15/01/2020,S55,0.437211738
15/01/2020,S56,0.321379683
15/01/2020,S57,0.324647376
15/01/2020,S58,0.462091779
15/01/2020,S59,0.412792182
15/01/2020,S60,0.33079874
15/01/2020,S61,0.444409141
15/01/2020,S62,0.430274196
15/01/2020,S63,0.389649716
15/01/2020,S64,0.415059935
16/01/2020,S1,0.411120029
16/01/2020,S2,0.478099031
16/01/2020,S3,0.420706657
16/01/2020,S4,0.310797185
16/01/2020,S5,0.340347033
16/01/2020,S6,0.327735963
16/01/2020,S7,0.346734878
16/01/2020,S8,0.404078285
16/01/2020,S9,0.414251772
16/01/2020,S10,0.329413919
16/01/2020,S11,0.328873691
16/01/2020,S12,0.373263349
16/01/2020,S13,0.338321247
16/01/2020,S14,0.355892794
16/01/2020,S15,0.352952846
16/01/2020,S16,0.337264126
16/01/2020,S17,0.399462148
16/01/2020,S18,0.346896803
16/01/2020,S19,0.354768605
16/01/2020,S20,0.409442903
16/01/2020,S21,0.404100602
16/01/2020,S22,0.346996959
16/01/2020,S23,0.391972799
16/01/2020,S24,0.354374077
16/01/2020,S25,0.375804639
16/01/2020,S26,0.473707382
16/01/2020,S27,0.341956882
16/01/2020,S28,0.347689951
16/01/2020,S29,0.356753375
16/01/2020,S30,0.409696818
16/01/2020,S31,0.386648283
16/01/2020,S32,0.393394455
16/01/2020,S33,0.34468016
16/01/2020,S34,0.337366993
16/01/2020,S35,0.358150462
16/01/2020,S36,0.314067958
16/01/2020,S37,0.355987328
16/01/2020,S38,0.413843988
16/01/2020,S39,0.329161002
16/01/2020,S40,0.345376052
16/01/2020,S41,0.417138169
16/01/2020,S42,0.361522884
16/01/2020,S43,0.359733668
16/01/2020,S44,0.400306251
16/01/2020,S45,0.349668813
16/01/2020,S46,0.349767471
16/01/2020,S47,0.348052845
16/01/2020,S48,0.377193035
16/01/2020,S49,0.309074088
16/01/2020,S50,0.317910711
16/01/2020,S51,0.315293242
16/01/2020,S52,0.316720938
16/01/2020,S53,0.346476882
16/01/2020,S54,0.312501143
16/01/2020,S55,0.441953891
16/01/2020,S56,0.310649702
16/01/2020,S57,0.322460024
16/01/2020,S58,0.417627841
16/01/2020,S59,0.394087341
16/01/2020,S60,0.350732885
16/01/2020,S61,0.374160886
16/01/2020,S62,0.375372021
16/01/2020,S63,0.335299175
16/01/2020,S64,0.34351335
17/01/2020,S1,0.457147259
17/01/2020,S2,0.51474492
17/01/2020,S3,0.48413258
17/01/2020,S4,0.352676312
17/01/2020,S5,0.34573883
17/01/2020,S6,0.348515576
17/01/2020,S7,0.380103415
17/01/2020,S8,0.361966056
17/01/2020,S9,0.405011872
17/01/2020,S10,0.319564732
17/01/2020,S11,0.362650895
17/01/2020,S12,0.359595487
17/01/2020,S13,0.332425885
17/01/2020,S14,0.334321083
17/01/2020,S15,0.324080612
17/01/2020,S16,0.424142119
17/01/2020,S17,0.384600297
17/01/2020,S18,0.340766233
17/01/2020,S19,0.371288743
17/01/2020,S20,0.393019823
17/01/2020,S21,0.489735743
17/01/2020,S22,0.36624797
17/01/2020,S23,0.440657539
17/01/2020,S24,0.347310183
17/01/2020,S25,0.400365573
17/01/2020,S26,0.448677149
17/01/2020,S27,0.379351814
17/01/2020,S28,0.402391177
17/01/2020,S29,0.379845729
17/01/2020,S30,0.331040667
17/01/2020,S31,0.35823937
17/01/2020,S32,0.374452956
17/01/2020,S33,0.376564491
17/01/2020,S34,0.355092143
17/01/2020,S35,0.374710404
17/01/2020,S36,0.380155408
17/01/2020,S37,0.384038942
17/01/2020,S38,0.395067347
17/01/2020,S39,0.333878157
17/01/2020,S40,0.330600796
17/01/2020,S41,0.388162288
17/01/2020,S42,0.369946784
17/01/2020,S43,0.400676819
17/01/2020,S44,0.39001046
17/01/2020,S45,0.387467275
17/01/2020,S46,0.346064752
17/01/2020,S47,0.337581037
17/01/2020,S48,0.420315258
17/01/2020,S49,0.362457689
17/01/2020,S50,0.370484962
17/01/2020,S51,0.324481275
17/01/2020,S52,0.356152198
17/01/2020,S53,0.376513289
17/01/2020,S54,0.344242612
17/01/2020,S55,0.400294216
17/01/2020,S56,0.316261112
17/01/2020,S57,0.349883727
17/01/2020,S58,0.472960683
17/01/2020,S59,0.398412337
17/01/2020,S60,0.309255257
17/01/2020,S61,0.437213167
17/01/2020,S62,0.413775817
17/01/2020,S63,0.358462562
17/01/2020,S64,0.394570249
22/01/2020,S1,0.430750448
22/01/2020,S2,0.480284773
22/01/2020,S3,0.456538759
22/01/2020,S4,0.305729693
22/01/2020,S5,0.331142541
22/01/2020,S6,0.328830793
22/01/2020,S7,0.360765342
22/01/2020,S8,0.366019896
22/01/2020,S9,0.407800762
22/01/2020,S10,0.329962419
22/01/2020,S11,0.326598545
22/01/2020,S12,0.359124807
22/01/2020,S13,0.349266029
22/01/2020,S14,0.34721363
22/01/2020,S15,0.297256465
22/01/2020,S16,0.379879367
22/01/2020,S17,0.383933272
22/01/2020,S18,0.313428996
22/01/2020,S19,0.343511803
22/01/2020,S20,0.380565325
22/01/2020,S21,0.436608187
22/01/2020,S22,0.319493664
22/01/2020,S23,0.39523344
22/01/2020,S24,0.384729325
22/01/2020,S25,0.363101211
22/01/2020,S26,0.479052232
22/01/2020,S27,0.3004136
22/01/2020,S28,0.410437209
22/01/2020,S29,0.368318917
22/01/2020,S30,0.386673437
22/01/2020,S31,0.350417093
22/01/2020,S32,0.317754893
22/01/2020,S33,0.324941082
22/01/2020,S34,0.322531406
22/01/2020,S35,0.366052046
22/01/2020,S36,0.306196362
22/01/2020,S37,0.351798138
22/01/2020,S38,0.370843628
22/01/2020,S39,0.313449539
22/01/2020,S40,0.306849317
22/01/2020,S41,0.398989123
22/01/2020,S42,0.366130085
22/01/2020,S43,0.372014779
22/01/2020,S44,0.430033291
22/01/2020,S45,0.357702259
22/01/2020,S46,0.386921108
22/01/2020,S47,0.3347572
22/01/2020,S48,0.399846599
22/01/2020,S49,0.331744792
22/01/2020,S50,0.326779222
22/01/2020,S51,0.308667485
22/01/2020,S52,0.316238735
22/01/2020,S53,0.32140976
22/01/2020,S54,0.329642394
22/01/2020,S55,0.413612254
22/01/2020,S56,0.280210128
22/01/2020,S57,0.302867585
22/01/2020,S58,0.438351816
22/01/2020,S59,0.379088079
22/01/2020,S60,0.307301876
22/01/2020,S61,0.372607884
22/01/2020,S62,0.389045769
22/01/2020,S63,0.334985801
22/01/2020,S64,0.381687998
24/01/2020,S1,0.45173095
24/01/2020,S2,0.48925467
24/01/2020,S3,0.442756506
24/01/2020,S4,0.34814184
24/01/2020,S5,0.365598644
24/01/2020,S6,0.338499803
24/01/2020,S7,0.355537684
24/01/2020,S8,0.395820231
24/01/2020,S9,0.410351479
24/01/2020,S10,0.330106043
24/01/2020,S11,0.342342476
24/01/2020,S12,0.365723932
24/01/2020,S13,0.323023163
24/01/2020,S14,0.360392143
24/01/2020,S15,0.344881413
24/01/2020,S16,0.361653297
24/01/2020,S17,0.406349713
24/01/2020,S18,0.337262592
24/01/2020,S19,0.390648318
24/01/2020,S20,0.383009672
24/01/2020,S21,0.460616954
24/01/2020,S22,0.33123119
24/01/2020,S23,0.446840099
24/01/2020,S24,0.356847344
24/01/2020,S25,0.401592496
24/01/2020,S26,0.476546868
24/01/2020,S27,0.352096706
24/01/2020,S28,0.460260326
24/01/2020,S29,0.379316185
24/01/2020,S30,0.404261381
24/01/2020,S31,0.386714491
24/01/2020,S32,0.372619597
24/01/2020,S33,0.354965594
24/01/2020,S34,0.346238118
24/01/2020,S35,0.433628309
24/01/2020,S36,0.357379779
24/01/2020,S37,0.386152263
24/01/2020,S38,0.37645794
24/01/2020,S39,0.335505235
24/01/2020,S40,0.335109886
24/01/2020,S41,0.431408219
